# timestamp, x, y, z, qx, qy, qz, qw,
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
10000000,0.000000,0.000000,0.000000,0.000000,0.003927,0.000000,0.999992,
20000000,0.000000,0.000000,0.000000,0.000000,0.007854,0.000000,0.999969,
30000000,0.000000,0.000000,0.000000,0.000000,0.011781,0.000000,0.999931,
40000000,0.000000,0.000000,0.000000,0.000000,0.015707,0.000000,0.999877,
50000000,0.000000,0.000000,0.000000,0.000000,0.019634,0.000000,0.999807,
60000000,0.000000,0.000000,0.000000,0.000000,0.023560,0.000000,0.999722,
70000000,0.000000,0.000000,0.000000,0.000000,0.027485,0.000000,0.999622,
80000000,0.000000,0.000000,0.000000,0.000000,0.031411,0.000000,0.999507,
90000000,0.000000,0.000000,0.000000,0.000000,0.035336,0.000000,0.999376,
100000000,0.000000,0.000000,0.000000,0.000000,0.039260,0.000000,0.999229,
110000000,0.000000,0.000000,0.000000,0.000000,0.043183,0.000000,0.999067,
120000000,0.000000,0.000000,0.000000,0.000000,0.047106,0.000000,0.998890,
130000000,0.000000,0.000000,0.000000,0.000000,0.051029,0.000000,0.998697,
140000000,0.000000,0.000000,0.000000,0.000000,0.054950,0.000000,0.998489,
150000000,0.000000,0.000000,0.000000,0.000000,0.058871,0.000000,0.998266,
160000000,0.000000,0.000000,0.000000,0.000000,0.062791,0.000000,0.998027,
170000000,0.000000,0.000000,0.000000,0.000000,0.066709,0.000000,0.997772,
180000000,0.000000,0.000000,0.000000,0.000000,0.070627,0.000000,0.997503,
190000000,0.000000,0.000000,0.000000,0.000000,0.074544,0.000000,0.997218,
200000000,0.000000,0.000000,0.000000,0.000000,0.078459,0.000000,0.996917,
210000000,0.000000,0.000000,0.000000,0.000000,0.082373,0.000000,0.996602,
220000000,0.000000,0.000000,0.000000,0.000000,0.086286,0.000000,0.996270,
230000000,0.000000,0.000000,0.000000,0.000000,0.090198,0.000000,0.995924,
240000000,0.000000,0.000000,0.000000,0.000000,0.094108,0.000000,0.995562,
250000000,0.000000,0.000000,0.000000,0.000000,0.098017,0.000000,0.995185,
260000000,0.000000,0.000000,0.000000,0.000000,0.101924,0.000000,0.994792,
270000000,0.000000,0.000000,0.000000,0.000000,0.105830,0.000000,0.994384,
280000000,0.000000,0.000000,0.000000,0.000000,0.109734,0.000000,0.993961,
290000000,0.000000,0.000000,0.000000,0.000000,0.113637,0.000000,0.993522,
300000000,0.000000,0.000000,0.000000,0.000000,0.117537,0.000000,0.993068,
310000000,0.000000,0.000000,0.000000,0.000000,0.121436,0.000000,0.992599,
320000000,0.000000,0.000000,0.000000,0.000000,0.125333,0.000000,0.992115,
330000000,0.000000,0.000000,0.000000,0.000000,0.129228,0.000000,0.991615,
340000000,0.000000,0.000000,0.000000,0.000000,0.133121,0.000000,0.991100,
350000000,0.000000,0.000000,0.000000,0.000000,0.137012,0.000000,0.990569,
360000000,0.000000,0.000000,0.000000,0.000000,0.140901,0.000000,0.990024,
370000000,0.000000,0.000000,0.000000,0.000000,0.144788,0.000000,0.989463,
380000000,0.000000,0.000000,0.000000,0.000000,0.148672,0.000000,0.988886,
390000000,0.000000,0.000000,0.000000,0.000000,0.152555,0.000000,0.988295,
400000000,0.000000,0.000000,0.000000,0.000000,0.156434,0.000000,0.987688,
410000000,0.000000,0.000000,0.000000,0.000000,0.160312,0.000000,0.987066,
420000000,0.000000,0.000000,0.000000,0.000000,0.164187,0.000000,0.986429,
430000000,0.000000,0.000000,0.000000,0.000000,0.168059,0.000000,0.985777,
440000000,0.000000,0.000000,0.000000,0.000000,0.171929,0.000000,0.985109,
450000000,0.000000,0.000000,0.000000,0.000000,0.175796,0.000000,0.984427,
